urn,titel,maatregel,onderwerp,levenscyclus,rollen,toelichting,risico,bijbehorende-vereisten,bronnen,url
urn:nl:ak:mtr:owp-35,Maak gebruik van een algoritme dat bronvermelding kan genereren bij de output,"Maak gebruik van een algoritme dat bronvermelding kan genereren bij de output.
","['transparantie', 'publieke-inkoop']","['ontwerp', 'verificatie-en-validatie']","['projectleider', 'beleid-en-advies']","Bij het gebruik van generatieve AI (bijvoorbeeld LLM’s) is bronvermelding van belang.
Hiermee kan tot op zekere hoogte een beoordeling worden gegeven in hoeverre bij het trainen van het AI-model [rechtmatig](../vereisten/aut-01-auteursrechten.md) [gebruik](../vereisten/dat-01-databankenwet.md) is gemaakt van bronnen.
Bronvermelding is daarnaast essentieel om de output van het AI-model [inhoudelijk te kunnen controleren](../../levenscyclus/verificatie-en-validatie.md), wat ook informatie geeft in hoeverre het AI-model bijvoorbeeld al dan niet hallucineert of manipuleert. 

Voor het ontwikkelen van een AI-model is bronvermelding noodzakelijk, omdat het voor ontwikkelaars de enige manier is om te kunnen controleren of het model goed werkt. Dit geldt ook voor ontwikkelaars die pre-trained modellen gebruiken. 

Neem het kunnen generenen van een bronvermelding mee als een 'requirement' voor het te ontwikkelen AI-model in de ontwerpfase of maakt het onderdeel van de behoeftestelling en [specificeer deze behoefte](2-owp-27-maak-vereisten-onderdeel-van-programma-van-eisen.md) in het inkoopproces.
","Het niet vermelden van een bron bij het gebruik van generatieve AI kan leiden tot sancties aangezien er niet wordt voldaan aan de AI-verordening. Hiernaast kan het voor onduidelijkheden zorgen bij het gebruik van een algoritme wat verantwoord gebruik in de weg kan zitten. 
","['urn:nl:ak:ver:dat-01', 'urn:nl:ak:ver:awb-02', 'urn:nl:ak:ver:awb-01', 'urn:nl:ak:ver:aut-01', 'urn:nl:ak:ver:aia-28', 'urn:nl:ak:ver:aia-09']",,https://minbzk.github.io/Algoritmekader/voldoen-aan-wetten-en-regels/maatregelen/2-owp-35-genereren-bronvermelding/index.html
urn:nl:ak:mtr:owp-36,Bepaal of een algoritme moet worden ontwikkeld of ingekocht,"Bepaal of een algoritme moet worden ontwikkeld of ingekocht
",['publieke-inkoop'],['ontwerp'],['projectleider'],"Als in de [probleemanalyse fase](../../levenscyclus/probleemanalyse.md) duidelijk is geworden welke doelstellingen en behoeften gerealiseerd moeten worden, dan moet in de ontwerpfase worden bepaald of het beoogde algoritme zelf moet worden ontwikkeld of moet worden ingekocht.
Er zijn grofweg vier oplossingsrichtingen:

- Een kant-en-klare oplossing inkopen (""off the shelf"") bij een aanbieder.
- Een kant-en-klare oplossing inkopen bij een aanbieder waar nog enig maatwerk bij nodig is.
- Een nieuwe oplossing laten ontwikkelen door een aanbieder.
- Een nieuwe oplossing binnen de eigen organisatie ontwikkelen.

Het is van belang dat een analyse wordt gedaan welke oplossingsrichting het meest wenselijk is. PIANOo heeft een bruikbaar (algemeen) afwegingskader en stappenplan opgesteld om deze analyse grondig uit te voeren. Denk hierbij aan maken van:

- Een kwantitatieve kostenanalyse
- Kwalitatieve productiecriteria
- Kwalitatieve uitbestedingscriteria

Met een grondige analyse kan worden voorkomen dat bijvoorbeeld een algoritme dat al bestaat zelfstandig wordt ontwikkeld of dat de ontwikkeling van een algoritme onbeheersbaar wordt. Er is bij zo'n analyse een betere inschatting gemaakt van de voor en nadelen en bijbehorende kosten.
","Al ontwikkelde algoritmes die aansluiten bij de behoeftestelling worden onnodig opnieuw ontwikkeld of het zelfstandig ontwikkelen is verkeerd ingeschat waardoor de ontwikkeling te duur of onbeheersbaar wordt.
 ",['urn:nl:ak:ver:awb-01'],"
- [Maak of koopbeslissing (PIANOo)](https://www.pianoo.nl/nl/inkoopproces/fase-1-voorbereiden-inkoopopdracht/aanbestedingsplicht/maak-of-koopbeslissing)
- [Afwegingskader en stappenplan maak/koopbeslissing (PIANOo)](https://www.pianoo.nl/nl/inkoopproces/economische-afwegingen-bij-aanbesteding/maak-of-koopbeslissing/afwegingskader-stappenplan-maakkoopbeslissing)
",https://minbzk.github.io/Algoritmekader/voldoen-aan-wetten-en-regels/maatregelen/2-owp-36-maak-of-koopbeslissing/index.html
urn:nl:ak:mtr:dat-01,Controleer de datakwaliteit,"Stel vast of de gebruikte data van voldoende kwaliteit is voor de beoogde toepassing.
",['data'],['dataverkenning-en-datapreparatie'],['ontwikkelaar'],"- Stel functionele eisen voor de datakwaliteit vast en [analyseer structureel of er aan deze eisen wordt voldaan](7-mon-05-evalueer-bij-veranderingen-in-data.md). 
- De kwaliteit van de data die als input voor het algoritme wordt gebruikt is bepalend voor de uitkomsten van het algoritme. Hier wordt soms ook naar gerefereerd als *garbage in = garbage out*. 
- Een vraag die gesteld dient te worden: beschrijft de data het fenomeen dat onderzocht dient te worden? Oftewel: is de data _representatief_ voor de [doelpopulatie](1-pba-02-formuleren-doelstelling.md)?
- Het [Raamwerk gegevenskwaliteit](https://www.noraonline.nl/wiki/Raamwerk_gegevenskwaliteit) bevat een breed toepasbare set van kwaliteitsdimensies:

    - juistheid
    - compleetheid
    - validiteit
    - consistentie
    - actualiteit
    - precisie
    - plausibiliteit
    - traceerbaarheid
    - begrijpelijkheid

    Deze dimensies zijn aangevuld met [kwaliteitsattributen](https://www.noraonline.nl/wiki/Raamwerk_gegevenskwaliteit/Kwaliteitsattributen) welke gebruikt kunnen worden om de verschillende dimensies meetbaar te maken. 

- De vraag of de data kwaliteit voldoende is, hangt sterk samen met de vraag of er bias in de onderliggende data zit. Analyseer daarom ook welke bias en aannames er besloten zijn in de onderliggende data. Denk hierbij onder andere aan de volgende vormen van bias:

    - [historische bias](../../onderwerpen/bias-en-non-discriminatie.md#herken-bias)
    - [meetbias](../../onderwerpen/bias-en-non-discriminatie.md#herken-bias)
    - [representatie bias](../../onderwerpen/bias-en-non-discriminatie.md#herken-bias)

- Zorg dat je data [vindbaar, toegankelijk, interoperabel en herbruikbaar (FAIR)](3-dat-12-fair-data.md) is.

- Bepaal of de data voldoende representatief is voor de doelpopulatie en of de data voldoende representatief is voor eventuele relevante subgroepen uit de productiedata. 

!!! note ""Let op!""

    Wanneer je een algoritme inkoopt en de ontwikkeling van het algoritme uitbesteedt aan een derde partij, houdt er dan dan rekening mee dat data traceerbaar en reproduceerbaar moet zijn. Maak hier heldere afspraken over met de aanbieder. 
","- Door onjuiste beslissingen van gegevens kunnen verkeerde beslissingen genomen worden. 
- Het model creëert onwenselijke systematische afwijking voor specifieke personen, groepen of andere eenheden. Dit kan leiden tot ongelijke behandeling en discriminerende effecten met eventuele schade voor betrokkenen.

","['urn:nl:ak:ver:avg-05', 'urn:nl:ak:ver:aia-05']","- [Onderzoekskader Algoritmes Auditdienst Rijk, DM.7, DM.9, DM.19](https://www.rijksoverheid.nl/documenten/rapporten/2023/07/11/onderzoekskader-algoritmes-adr-2023)
- [Toetsingskader Algoritmes, Algemene Rekenkamder, 2.18](https://www.rekenkamer.nl/onderwerpen/algoritmes/documenten/publicaties/2024/05/15/het-toetsingskader-aan-de-slag)
- [NORA, Raamwerk gegevenskwaliteit](https://www.noraonline.nl/wiki/Raamwerk_gegevenskwaliteit)
- [Impact Assessment Mensenrechten en Algoritmes, 2A.2.2](../hulpmiddelen/IAMA.md)
- [Handreiking non-discriminatie by design](https://www.rijksoverheid.nl/documenten/rapporten/2021/06/10/handreiking-non-discriminatie-by-design)
- Norm: [""Artificial intelligence - Data quality for analytics and machine learning (ML) - Part 2: Data quality measures""](https://www.nen.nl/iso-iec-5259-2-2024-en-331171)
",https://minbzk.github.io/Algoritmekader/voldoen-aan-wetten-en-regels/maatregelen/3-dat-01-datakwaliteit/index.html
urn:nl:ak:mtr:dat-02,Toets en analyseer of de inputvariabelen of risicoindicatoren geschikt zijn voor het beoogde algoritme,"Toets en analyseer of de inputvariabelen of risicoindicatoren geschikt zijn voor de beoogde toepassing.
","['data', 'bias-en-non-discriminatie']","['dataverkenning-en-datapreparatie', 'verificatie-en-validatie']","['ontwikkelaar', 'beleid-en-advies', 'privacy-en-gegevensbescherming']","Analyseer welke variabelen en risicoindicatoren geschikt en wenselijk zijn om te gebruiken als inputdata voor het beoogde algoritme. 

!!! note ""Opmerking""

    Deze maatregel is specifiek relevant voor de situatie van risicoprofilering. Maar ook voor andere toepassingen zijn deze stappen aanbevolen. 

Doorloop voor iedere potentiële indicator de volgende stappen:

1. Ga na of het wettelijk gezien is toegestaan om de variabele te gebruiken voor de beoogde toepassing:

    - De [Algemene Wet Gelijke Behandeling](https://wetten.overheid.nl/BWBR0006502/2020-01-01) verbiedt het directe onderscheid op basis van verschillende kenmerken die bijvoorbeeld relatie hebben met ras of nationaliteit.
    - De [Algemene Verordening Gegevensbescherming](https://www.autoriteitpersoonsgegevens.nl/themas/basis-avg/avg-algemeen/de-avg-in-het-kort) verbiedt het onrechtmatig verwerking van persoonsgegevens. 

2. Ga na of de variabele of indicator een proxy is voor [kwetsbare groepen](2-owp-08-kwetsbare-groepen.md). Controleer bijvoorbeeld of er een correlatie bestaat tussen de variabele en nationaliteit of ras, of maak gebruik van bestaande (wetenschappelijke) inzichten uit bijvoorbeeld openbare data. Wanneer je data wilt verwerken om deze proxy's te onderzoeken, houdt dan rekening met geldende wet- en regelgeving. Het verzamelen en verwerken van data over kwetsbare groepen kan in strijd zijn met privacy vereisten uit bijvoorbeeld de Algemene Verordening Gegevensbescherming. Het is daarom van belang om duidelijk afwegingen te maken tussen privacy en het analyseren van proxy's die rekening houdt met de juridische en ethische vereisten.

3. Bepaal of de [datakwaliteit](3-dat-01-datakwaliteit.md) van de variabele of indicator voldoende is. Bepaal of de beschikbare data voldoende representatief is voor het fenomeen dat bedoeld wordt.   

4. Ga na of de variabele of indicator een *statistisch* verband heeft met het [beoogde doel](1-pba-02-formuleren-doelstelling.md). Maak hiervoor gebruik van een [aselecte steekproef](6-imp-02-aselecte-steekproeven.md) uit de relevante populatie om de hypothese dat de variabele verband heeft met het beoogde doel statistisch te toetsen. Toets of dit verband significant is.

5. Ga na of de variabele of indicator een *inhoudelijk* verband heeft met het [beoogde doel](1-pba-02-formuleren-doelstelling.md). Naast een statistisch verband kan ook een inhoudelijk verband bijdragen om het gebruik van de indicator te rechtvaardigen. 
","Indien de variabelen niet voldoende worden getoetst op geschikheid bestaat het risico dat deze variabelen onrechtmatig worden gebruikt, of dat het gebruik van deze variabelen leidt tot nadelige effecten. Dit kan leiden tot discriminerende effecten van het algoritme. 
","['urn:nl:ak:ver:grw-02', 'urn:nl:ak:ver:avg-01', 'urn:nl:ak:ver:avg-04', 'urn:nl:ak:ver:avg-10']","- [Toetsingskader risicoprofilering – Normen tegen discriminatie op grond van ras en nationaliteit, College voor de Rechten van de Mens](../hulpmiddelen/toetsingskader-risicoprofilering.md)
- [Advies geautomatiseerde besluitvorming, Autoriteit Persoonsgegevens](https://www.autoriteitpersoonsgegevens.nl/documenten/advies-geautomatiseerde-besluitvorming)
  ",https://minbzk.github.io/Algoritmekader/voldoen-aan-wetten-en-regels/maatregelen/3-dat-02-toetsen-geschiktheid-variabelen/index.html
urn:nl:ak:mtr:dat-03,Geef data zoals persoonsgegevens een bewaartermijn met een vernietigingsprocedure,"
Bepaal de bewaartermijnen en richt een vernietigingsprocesdure in voor de verwerkte (persoons)gegevens.
","['technische-robuustheid-en-veiligheid', 'privacy-en-gegevensbescherming']","['ontwikkelen', 'monitoring-en-beheer']","['jurist', 'projectleider']","- (Persoons)gegevens die het algoritme verwerkt worden niet langer bewaard dan voor de verwezenlijking van de 
verwerkingsdoeleinden noodzakelijk is.
- Beschrijf de bewaartermijnen voor de gegevens, bijvoorbeeld in een DPIA.
- Beschrijf hoe de (persoons)gegevens moeten worden vernietigd.
- Zorg ervoor dat de vereisten met betrekking tot bewaartermijnen correct zijn of worden vertaald naar het algoritme en de onderliggende (zaak)systemen.
- Controleer of deze maatregelen voor de bewaartermijnen en vernietiging van de (persoons)gegevens (in de onderliggende systemen) zijn getroffen en zorg dat dit aantoonbaar is, bijvoorbeeld met logbestanden.
- Maak aantoonbaar dat persoonsgegevens zijn vernietigd, bijvoorbeeld met logbestanden.  
","Een risico dat kan voorkomen bij deze maatregel is dat bewaartermijnen van (persoons)gegevens kunnen worden overschreden zonder dat dit op tijd kenbaar wordt doordat er geen (volledige) vernietigingsprocedure is vastgesteld. 
","['urn:nl:ak:ver:arc-01', 'urn:nl:ak:ver:aia-12', 'urn:nl:ak:ver:avg-02']","
- [Onderzoekskader Algoritmes Auditdienst Rijk, PRI.11](https://www.rijksoverheid.nl/documenten/rapporten/2023/07/11/onderzoekskader-algoritmes-adr-2023)
- [Toetsingskader Algoritmes Algemene Rekenkamer, 3.17](https://www.rekenkamer.nl/onderwerpen/algoritmes/documenten/publicaties/2024/05/15/het-toetsingskader-aan-de-slag)

",https://minbzk.github.io/Algoritmekader/voldoen-aan-wetten-en-regels/maatregelen/3-dat-03-bewaartermijnen-persoonsgegevens/index.html
urn:nl:ak:mtr:dat-04,"Bescherm persoonsgegevens door data te anonimiseren, pseudonimiseren of te aggregeren","
Pas maatregelen toe als pseudonimiseren, anonimiseren of aggregeren van persoonsgegevens toe bij het verwerken van de data. 
",['privacy-en-gegevensbescherming'],"['dataverkenning-en-datapreparatie', 'ontwikkelen']","['ontwikkelaar', 'jurist']","- Als is vastgesteld welke persoonsgegevens mogen worden verwerkt voor het ontwikkelen en gebruiken van algoritmes, moet worden nagegaan of er maatregelen kunnen worden getroffen om deze te beschermen.
- Het algoritme verwerkt niet meer persoonsgegevens dan noodzakelijk; de verwerkte gegevens zijn proportioneel en substantieel.
- Hierbij kan worden gedacht aan het pseudonomiseren, anonimiseren of aggregeren van persoonsgegevens.
- Het bepalen of persoonsgegevens mogen worden verwerkt voor algoritmes moet worden bekeken in samenhang met maatregelen die kunnen worden getroffen om deze gegevens te beschermen. 
","Het niet goed pseudonimiseren, anonimiseren of aggregeren van persoonsgegevens kan leiden tot onterecht gebruik van deze gegevens en kan daarbij een inbreuk op privacy veroorzaken. 
","['urn:nl:ak:ver:avg-03', 'urn:nl:ak:ver:avg-12']","- [Onderzoekskader Auditdienst Rijk, PRI.5](https://www.rijksoverheid.nl/documenten/rapporten/2023/07/11/onderzoekskader-algoritmes-adr-2023)
- [Toetsingskader Algoritmes Algemene Rekenkamer, 2.20, 3.06](https://www.rekenkamer.nl/onderwerpen/algoritmes/documenten/publicaties/2024/05/15/het-toetsingskader-aan-de-slag)
",https://minbzk.github.io/Algoritmekader/voldoen-aan-wetten-en-regels/maatregelen/3-dat-04-pseudonimiseren-anonimiseren/index.html
urn:nl:ak:mtr:dat-05,Controleer de auteursrechten van eigen data,"
Controleer of eventueel door de eigen organisatie verstrekte data binnen of buiten auteursrechten vallen.
Bij voorkeur blijven de data eigendom van de (verstrekkende) overheidsorganisatie.
",['data'],"['ontwerp', 'dataverkenning-en-datapreparatie']",['jurist'],"Het is van belang om te controleren of de te verwerken data waar overheidsorganisaties zelf over beschikken rechtmatig zijn verkregen en geen inbreuken maken op auteursrechten.
Hier kan worden gedacht aan data die is gescraped van het internet en zou kunnen worden gebruikt voor de ontwikkeling van een algoritme.
","Onrechtmatig gebruik van data dat niet toegeëigend is aan de organisatie die de data gebruikt voor ontwikkeling van algoritmes. 
",['urn:nl:ak:ver:aut-01'],"- [Onderzoekskader Auditdienst Rijk, SV.11](https://www.rijksoverheid.nl/documenten/rapporten/2023/07/11/onderzoekskader-algoritmes-adr-2023)
",https://minbzk.github.io/Algoritmekader/voldoen-aan-wetten-en-regels/maatregelen/3-dat-05-schending-auteursrechten/index.html
urn:nl:ak:mtr:dat-06,Gebruik duurzame datacenters,"Maak gebruik van datacenters die gebruik maken van duurzame energiebronnen en energie-efficiënte technologieën voor de opslag en verwerking van data.
",['duurzaamheid'],"['ontwerp', 'dataverkenning-en-datapreparatie', 'ontwikkelen', 'implementatie', 'monitoring-en-beheer']","['ontwikkelaar', 'projectleider', 'beleid-en-advies']","Door data op te slaan en algoritmes te laten draaien in datacenters die hernieuwbare energiebronnen inzetten en bijvoorbeeld de ontstane restwarmte recyclen, kan je de ecologische voetafdruk van de algoritmes aanzienlijk verkleinen.
Datacenters die zich op duurzaamheid richten, verlagen de CO₂-uitstoot van hun infrastructuur en bieden mogelijk duurzaamheidsrapportages. Let bij het kiezen van een aanbieder op mogelijke greenwashing; dit gebeurt wanneer bedrijven beweren groen te zijn zonder dit met concrete maatregelen te onderbouwen.

### Technologieën voor energie-efficiënte datacenters
Om datacenters energie-efficiënt te maken, zijn er verschillende benaderingen:

- **Gebruik van groene energiebronnen**: kies voor datacenters/aanbieders die hernieuwbare energie gebruiken. Maak bijvoorbeeld afspraken over [een doel, zoals een DCie-score van minimaal 50%](https://www.denkdoeduurzaam.nl/themas/ict/doelen), gewogen over een heel jaar. De DCie score van elk Overheids Datacenter (ODC) [kun je hier bekijken](https://rijksictdashboard.nl/duurzaamheid).
Je kunt ook kijken of naast duurzame stroom ook restwarmte van servers wordt benut om bijvoorbeeld nabijgelegen gebouwen te verwarmen.
- **Koeling en energiebeheer optimaliseren**: adiabatische koeling, waarbij water en lucht worden gebruikt in plaats van elektriciteit, verlaagt het energieverbruik. Efficiënte stroomverdeling en warmteterugwinning dragen verder bij aan een lagere ecologische voetafdruk.
- **Monitoren**: Blijf controleren op duurzame prestaties door te letten op certificeringen, zoals [ISO 14001](https://www.nen.nl/milieu/milieumanagement), [ISO 50001](https://www.nen.nl/energie/energiemanagement) en [BREEAM](https://www.breeam.nl/certificeren-in-5-stappen), en vraag naar energierapportages en details over het energieverbruik en de herkomst van stroom. Dit helpt om claims van duurzaamheid te toetsen en te voorkomen dat je in greenwashing trapt.
","Door geen gebruik te maken van duurzame datacenters loop je het risico op een hogere CO₂-uitstoot en wordt je daardoor niet aangesloten bij Rijksbreed beleid. Ook loop je risico op hogere energiekosten.
",[],"- [Rijks ICT Dashboard - Duurzaamheid](https://www.rijksictdashboard.nl/duurzaamheid)
- [Denk Doe Duurzaam - Doelen voor ICT](https://www.denkdoeduurzaam.nl/themas/ict/doelen)
",https://minbzk.github.io/Algoritmekader/voldoen-aan-wetten-en-regels/maatregelen/3-dat-06-duurzame-datacenters/index.html
urn:nl:ak:mtr:dat-07,"Gebruik bij machine learning technieken gescheiden train-, test- en validatiedata en houd rekening met underfitting en overfitting","Indien je gebruik maakt van machine learning technieken, maak een passende keuze voor gescheiden train-, test- en validatiedata en houd hierbij rekening met underfitting en overfitting. 
","['data', 'technische-robuustheid-en-veiligheid', 'bias-en-non-discriminatie']","['dataverkenning-en-datapreparatie', 'ontwikkelen']",['ontwikkelaar'],"Verdeel je dataset in drie delen:

1. **De trainingset**

    Deze dataset wordt gebruikt om het model te trainen. Uit deze dataset worden de onderliggende patronen of relaties geleerd die later gebruikt kunnen worden om voorspellingen mee te doen.

    De [kwaliteit](3-dat-01-datakwaliteit.md) van deze dataset moet goed zijn en zo representatief mogelijk van de doelpopulatie. Eventuele [bias](../../onderwerpen/bias-en-non-discriminatie.md#herken-bias) of vooroordelen in deze dataset kunnen door het trainen in het model sluipen.

   Let bij het samenstellen van de traningset op dat de data waarop het model gebaseerd is, niet beschikbaar is voordat de uitkomsten zijn geobserveerd. Met andere woorden, zorg ervoor de de voorspellingen geen onderdeel kunnen zijn van de inputvariabelen. 

3. **De validatieset**

    De validatieset fungeert als een onafhankelijke, onbevooroordeelde dataset voor het vergelijken van de prestaties van verschillende algoritmes die zijn getraind op de trainingset.

    Verschillende modellen kunnen getraind worden op de trainingset. Zo kan je bijvoorbeeld variëren in de (hyper)parameters of de inputvariabelen. Dit leidt tot verschillende varianten van het model. Om de prestaties van de verschillende modellen te vergelijken, moeten we een nieuwe dataset gebruiken: de validatieset. Zou je hiervoor de trainingset gebruiken, kan dat leiden tot [overfitting](https://hastie.su.domains/ISLP/ISLP_website.pdf.download.html), omdat het model te specifiek afgestemd is op 1 dataset. Het model kan dan niet voldoende generaliseren voor nieuwe situaties.

4. **De testset**

    Nadat er met behulp van de validatieset een keuze is gemaakt voor een passend model en bijbehorende (hyper)parameters, moet je het model nog testen op nieuwe data. Dit geeft een beeld van de werkelijke prestaties van het model in nieuwe omstandigheden. 

    Let op dat je pas naar deze resultaten kijkt als laatste stap. Inzichten uit deze testdataset mogen niet worden meegenomen in de ontwikkeling, omdat dit kan leiden tot overfitting. Het model zal dan in productie mogelijk minder goed presteren. 

### Grootte van de drie datasets

Er is geen optimale verdeling van de drie datsets. Veelvoorkomende verhoudingen om data te splitten zijn:

- 80% trainingsset, 10% validatieset, 10% testset
- 70% trainingsset, 15% validatieset, 15% testset
- 60% trainingsset, 20% validatieset, 20% testset

Afhankelijk van de hoeveelheid beschikbare data en de context maak je hierin een keuze. Houdt hierbij rekening met:

- Hoe minder trainingdata, hoe groter de variatie van het model tijdens het trainen. De patronen en relaties die ontdekt zijn bevatten dan een grotere onzekerheid. 
- Hoe minder validatie- en testdata je gebruikt, hoe groter de variatie en de onzekerheid in de verwachte prestaties van het algoritme. 
- Hoe complexer het model en hoe meer (hyper)parameters er zijn om te optimaliseren, hoe groter de validatieset moet zijn om het model met optimale presetaties te vinden. Wanneer er weinig hyperparameters zijn, is een relatief kleine validatieset vaak voldoende.

### K-fold cross validation

Naast dat je de datasets willekeurig kan verdelen in drie delen (aselect), kan je ook meer geavanceerde technieken gebruiken. Een robuuste en veelgebruikte techniek is [k-fold cross validation](https://hastie.su.domains/ISLP/ISLP_website.pdf.download.html), waarbij het model *k* keer wordt getraind op verschillende delen van de data. 
","Door onjuiste training van het model presteert het model in de praktijk minder goed dan bij de tests. Als training-, validatie- en testdata door elkaar lopen (""data leakage""), kan dit leiden tot overfitting waardoor het model beter lijkt te presteren dan in werkelijkheid het geval is.
",['urn:nl:ak:ver:aia-10'],"
- [Onderzoekskader Auditdienst Rijk, DM.5, DM.6](https://open.overheid.nl/documenten/61b54381-d331-40ed-8fce-b2883b195f25/file)
- [Toetsingskader Algoritmes Algemene Rekenkamer, 2.15, 2.21](https://www.rekenkamer.nl/onderwerpen/algoritmes/documenten/publicaties/2024/05/15/het-toetsingskader-aan-de-slag) 

",https://minbzk.github.io/Algoritmekader/voldoen-aan-wetten-en-regels/maatregelen/3-dat-07-training-validatie-en-testdata/index.html
urn:nl:ak:mtr:dat-08,Zorg dat je controle of eigenaarschap hebt over de data,"De organisatie heeft volledige controle of eigenaarschap over de data. Wanneer dit niet mogelijk is, zijn afspraken gemaakt om de functionele eisen te waarborgen.
","['data', 'publieke-inkoop']",['dataverkenning-en-datapreparatie'],['projectleider'],"Wanneer een algoritme ontwikkeld of ingekocht wordt, is het belangrijk om [toegang tot de gebruikte data](3-dat-12-fair-data.md) goed te regelen.
Maak bijvoorbeeld afspraken over wie ervoor zorgt dat de data:

- Op een centrale plek beschikbaar wordt gesteld.
- Van voldoende [kwaliteit](3-dat-01-datakwaliteit.md) is.
- Goed beveiligd is.

Wanneer een algoritme wordt ontwikkeld door een derde partij en dus niet wordt beheerd door de eigen organisatie, maak je duidelijke afspraken over eigenaarschap van de data. Dat geldt zowel voor de inputdata als de outputdata. 
Zorg dat de inputdata tot je beschikking blijft, zodat resultaten altijd reproduceerbaar zijn. 
","De organisatie is afhankelijk van de data of het model afhankelijk van derden en kan daardoor reproduceerbaarheid en prestatie niet garanderen.
","['urn:nl:ak:ver:aia-05', 'urn:nl:ak:ver:dat-01', 'urn:nl:ak:ver:aut-01']","- [Onderzoekskader Auditdienst Rijk, DM.23](https://open.overheid.nl/documenten/61b54381-d331-40ed-8fce-b2883b195f25/file)
",https://minbzk.github.io/Algoritmekader/voldoen-aan-wetten-en-regels/maatregelen/3-dat-08-eigenaarschap-data/index.html
urn:nl:ak:mtr:dat-09,Beperk de omvang van datasets voor energie-efficiëntie,"Houd datasets beperkt tot het noodzakelijke en voldoende specifiek om onnodige energieconsumptie te voorkomen tijdens de verwerking en opslag van data voor algoritmes. We noemen dit ook wel dataminimalisatie.
","['data', 'duurzaamheid']","['dataverkenning-en-datapreparatie', 'ontwikkelen']","['ontwikkelaar', 'projectleider']","Hoe meer je bewaart, hoe meer ruimte dat kost om op te slaan. Bovendien verbruikt elk apparaat dat nodig is om data op te slaan stroom. Dat heeft grote invloed op de CO₂-uitstoot van een datacentrum.
Grote datasets brengen daarom hoge energie- en opslagkosten met zich mee. Door de dataset bewust te beperken tot relevante gegevens, kun je ook de energie-efficiëntie van algoritmes aanzienlijk verbeteren. Vooral bij de ontwikkeling van AI-systemen kan het verminderen van data bijdragen aan lagere energiebehoeften en CO₂-uitstoot.

### Technieken voor dataminimalisatie
- **Slimme selectie van trainingdata**: Gebruik methoden die irrelevante data uit de dataset filteren, zoals dataselectie-algoritmes en sampling-technieken. Door te focussen op relevante data, beperk je de omvang zonder de prestaties van het model te beïnvloeden.
- **Verwijderen van redundante en dubbele data**: Deduplicatie van data minimaliseert onnodige verwerkingskracht. Door alleen unieke en relevante gegevens op te slaan, wordt de opslagbehoefte verder beperkt.
- **Opschonen en archiveren van verouderde data**: [Regelmatige archivering](2-owp-09-archiveren-documenten.md) of verwijdering van verouderde data in je dataset zorgt voor een verminderde voetafdruk en verhoogt ook de efficiëntie.
","Zonder dataminimalisatie loopt je organisatie het risico op onnodig hoge energie- en opslagkosten, en een grotere ecologische impact.
",[],"- [Onderzoekskader Auditdienst Rijk, PRI.5](https://www.rijksoverheid.nl/documenten/rapporten/2023/07/11/onderzoekskader-algoritmes-adr-2023)
- [Toetsingskader Algoritmes Algemene Rekenkamer, 2.20](https://www.rekenkamer.nl/onderwerpen/algoritmes/documenten/publicaties/2024/05/15/het-toetsingskader-aan-de-slag)
- [Rijks ICT-dashboard](https://www.rijksictdashboard.nl/duurzaamheid)
- [Sustainable artificial intelligence – TU Delft](https://www.tudelft.nl/en/stories/articles/sustainable-artificial-intelligence-from-chatgpt-to-green-ai)
",https://minbzk.github.io/Algoritmekader/voldoen-aan-wetten-en-regels/maatregelen/3-dat-09-dataminimalisatie/index.html
